mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000002808	8.44	18.69	14.92	24.18
ENSMUSG00000002812	190.44	198.8	217.77	179.12
ENSMUSG00000002814	16.69	9.57	6.1	7.07
ENSMUSG00000002820	15.77	24.45	20.9	20.21
ENSMUSG00000002825	52.71	26.64	36.44	47.2
ENSMUSG00000002831	0.0	0.0	0.0	0.5
ENSMUSG00000002833	69.51	125.84	82.61	68.3
ENSMUSG00000002835	22.35	30.94	7.71	8.42
ENSMUSG00000002844	160.01	125.66	132.67	84.46
ENSMUSG00000002845	132.87	123.51	65.14	38.51
ENSMUSG00000002846	29.17	23.73	14.85	22.28
ENSMUSG00000002847	0.0	0.0	2.3	1.57
ENSMUSG00000002870	62.92	75.76	18.0	27.22
ENSMUSG00000002871	114.21	97.13	79.21	119.99
ENSMUSG00000002881	18.86	15.79	22.01	19.08
ENSMUSG00000002885	29.22	11.25	16.81	9.18
ENSMUSG00000002897	6.86	1.45	3.24	2.95
ENSMUSG00000002900	31.79	28.49	20.22	37.02
ENSMUSG00000002908	10.58	10.67	10.61	13.93
ENSMUSG00000002910	10.4	8.96	24.89	20.92
ENSMUSG00000002930	4.8	1.77	0.0	0.0
ENSMUSG00000002944	3.46	1.71	0.0	1.74
ENSMUSG00000002948	95.25	69.54	65.53	49.58
ENSMUSG00000002949	70.2	55.35	83.1	114.16
ENSMUSG00000002957	53.27	52.32	45.91	43.27
ENSMUSG00000002963	32.19	17.07	12.1	37.5
ENSMUSG00000002968	89.27	82.0	82.12	75.15
ENSMUSG00000002980	32.23	8.56	21.82	27.82
ENSMUSG00000002981	39.48	54.21	48.74	58.08
ENSMUSG00000002983	5.54	7.62	6.11	5.69
ENSMUSG00000002984	101.79	81.91	127.14	93.23
ENSMUSG00000002985	273.79	320.92	721.25	1069.21
ENSMUSG00000002992	0.0	0.0	0.0	0.0
ENSMUSG00000002996	51.33	47.99	26.89	32.64
ENSMUSG00000002997	61.6	52.5	130.02	121.92
ENSMUSG00000003031	45.63	70.15	35.64	27.31
ENSMUSG00000003032	45.78	32.76	5.97	9.1
ENSMUSG00000003033	204.61	226.08	225.67	215.56
ENSMUSG00000003037	94.74	87.28	85.29	69.28
ENSMUSG00000003038	635.34	865.3	449.5	445.76
ENSMUSG00000003039	88.48	135.2	119.21	123.63
ENSMUSG00000003051	0.0	0.0	2.26	1.55
ENSMUSG00000003053	0.0	0.0	0.0	0.0
ENSMUSG00000003062	71.47	77.53	109.2	82.14
ENSMUSG00000003068	132.67	94.67	79.88	78.09
ENSMUSG00000003070	49.7	49.34	46.45	44.66
ENSMUSG00000003072	368.95	344.59	454.77	420.77
ENSMUSG00000003099	182.63	194.37	250.12	196.64
ENSMUSG00000003119	25.25	26.85	9.7	26.96
ENSMUSG00000003123	1.22	10.84	4.05	12.35
ENSMUSG00000003131	120.68	118.29	128.09	135.7
ENSMUSG00000003134	13.08	9.03	19.24	14.46
ENSMUSG00000003135	18.3	20.26	23.39	19.92
ENSMUSG00000003153	60.51	27.66	51.21	53.32
ENSMUSG00000003154	7.27	5.91	8.02	7.12
ENSMUSG00000003161	84.41	70.38	79.82	71.33
ENSMUSG00000003166	100.28	98.88	94.14	94.33
ENSMUSG00000003178	10.97	13.99	12.54	10.46
ENSMUSG00000003184	114.75	112.72	40.73	71.43
ENSMUSG00000003190	13.02	18.89	4.66	6.35
ENSMUSG00000003198	2.6	3.83	8.61	11.75
ENSMUSG00000003199	243.57	223.77	205.74	152.04
ENSMUSG00000003200	116.44	96.06	89.38	81.82
ENSMUSG00000003206	0.0	11.15	8.41	0.0
ENSMUSG00000003208	19.91	31.7	11.01	15.01
ENSMUSG00000003226	11.95	12.39	14.06	14.41
ENSMUSG00000003227	0.0	0.79	0.0	0.81
ENSMUSG00000003228	1.25	1.84	8.25	4.69
ENSMUSG00000003233	74.42	55.69	57.68	48.13
ENSMUSG00000003234	105.1	104.36	74.58	46.35
ENSMUSG00000003235	39.58	61.53	36.25	48.47
ENSMUSG00000003269	172.15	180.38	197.3	181.71
ENSMUSG00000003271	16.39	0.0	0.0	15.23
ENSMUSG00000003273	91.32	93.07	197.97	177.37
ENSMUSG00000003279	11.87	16.4	63.49	50.69
ENSMUSG00000003282	3.23	0.6	1.95	12.18
ENSMUSG00000003283	7.8	1.44	6.46	5.88
ENSMUSG00000003299	54.35	72.4	82.69	40.99
ENSMUSG00000003308	26.27	35.69	54.31	43.03
ENSMUSG00000003309	0.0	0.0	7.98	3.63
ENSMUSG00000003316	47.14	50.92	48.99	52.93
ENSMUSG00000003341	2.04	0.0	0.0	0.0
ENSMUSG00000003344	59.77	93.92	70.91	50.73
ENSMUSG00000003345	146.69	124.12	119.56	132.94
ENSMUSG00000003346	104.28	104.44	108.91	152.91
ENSMUSG00000003348	27.19	39.04	25.02	25.05
ENSMUSG00000003352	180.58	170.95	275.94	229.01
ENSMUSG00000003354	7.12	19.69	15.21	16.31
ENSMUSG00000003355	0.0	5.04	0.0	5.23
ENSMUSG00000003360	52.26	45.11	39.13	36.23
ENSMUSG00000003363	119.95	198.51	202.96	290.5
ENSMUSG00000003378	110.74	108.14	131.15	106.41
ENSMUSG00000003379	0.0	0.0	0.0	2.21
ENSMUSG00000003380	179.85	179.34	332.47	304.43
ENSMUSG00000003382	8.3	12.2	4.96	11.8
ENSMUSG00000003402	110.59	81.65	84.18	73.89
ENSMUSG00000003410	171.46	187.96	230.5	177.63
ENSMUSG00000003411	34.68	50.68	124.93	114.63
ENSMUSG00000003418	0.0	0.0	0.0	0.39
ENSMUSG00000003420	21.59	10.6	18.56	16.28
ENSMUSG00000003421	162.59	80.7	159.53	111.35
ENSMUSG00000003423	160.23	224.61	114.16	176.15
ENSMUSG00000003429	625.94	596.58	527.88	473.19
ENSMUSG00000003435	110.51	88.26	76.37	95.05
ENSMUSG00000003436	27.36	52.49	16.65	12.99
ENSMUSG00000003437	130.12	100.19	106.32	98.92
ENSMUSG00000003438	87.61	113.3	50.85	69.85
ENSMUSG00000003444	37.51	30.07	33.95	43.72
ENSMUSG00000003452	49.53	7.23	9.47	12.48
ENSMUSG00000003458	119.55	148.53	95.45	101.74
ENSMUSG00000003464	85.65	113.0	72.05	78.78
ENSMUSG00000003469	2.8	1.03	10.82	9.49
ENSMUSG00000003476	0.0	2.27	0.0	2.26
ENSMUSG00000003477	0.0	0.0	0.0	0.0
ENSMUSG00000003484	0.0	0.0	0.0	0.0
ENSMUSG00000003500	91.68	48.91	103.38	72.66
ENSMUSG00000003505	0.0	0.0	0.0	0.0
ENSMUSG00000003518	7.61	4.77	7.35	94.04
ENSMUSG00000003526	9.7	0.0	9.27	11.81
ENSMUSG00000003527	35.25	42.69	28.01	21.25
ENSMUSG00000003528	116.13	104.0	96.51	92.7
ENSMUSG00000003531	159.53	120.8	95.43	123.65
ENSMUSG00000003534	92.88	97.56	56.58	35.6
ENSMUSG00000003541	0.0	8.71	8.76	11.94
ENSMUSG00000003545	0.0	0.0	1.15	0.0
ENSMUSG00000003546	40.01	35.94	17.99	22.29
ENSMUSG00000003549	77.18	58.41	64.91	42.26
ENSMUSG00000003555	0.0	0.0	0.0	0.0
ENSMUSG00000003559	11.89	17.52	10.51	5.38
ENSMUSG00000003573	35.1	127.97	41.81	45.3
ENSMUSG00000003575	42.84	65.47	47.99	45.4
ENSMUSG00000003581	83.18	57.28	74.74	78.94
ENSMUSG00000003585	4.56	2.24	4.42	20.2
ENSMUSG00000003604	0.0	4.68	0.0	3.21
ENSMUSG00000003617	22.95	5.8	22.9	6.02
ENSMUSG00000003623	11.89	10.73	16.04	16.92
ENSMUSG00000003644	26.88	11.45	25.73	12.08
ENSMUSG00000003657	21.13	15.44	86.2	108.51
ENSMUSG00000003660	95.79	66.43	51.06	88.24
ENSMUSG00000003662	78.58	58.38	73.51	99.45
ENSMUSG00000003665	0.0	0.0	2.16	1.47
ENSMUSG00000003680	15.19	17.59	16.78	19.62
ENSMUSG00000003721	31.05	53.63	44.82	27.86
ENSMUSG00000003731	34.2	43.0	28.11	49.21
ENSMUSG00000003746	8.99	6.33	11.56	10.16
ENSMUSG00000003752	15.76	9.85	10.7	18.36
ENSMUSG00000003762	44.2	51.49	20.13	32.15
ENSMUSG00000003778	85.43	78.68	91.61	56.09
ENSMUSG00000003779	16.99	31.63	10.0	14.51
ENSMUSG00000003808	114.86	137.45	129.89	93.04
ENSMUSG00000003809	30.24	70.36	80.67	78.1
ENSMUSG00000003810	126.14	115.49	136.25	145.54
ENSMUSG00000003812	12.64	7.17	0.0	7.22
ENSMUSG00000003813	69.46	92.12	46.12	71.67
ENSMUSG00000003814	668.64	461.86	485.98	570.21
ENSMUSG00000003824	15.14	43.79	64.94	11.65
ENSMUSG00000003847	48.82	36.54	28.06	28.17
ENSMUSG00000003848	84.39	120.11	70.53	81.83
ENSMUSG00000003849	2.73	4.01	9.04	2.06
ENSMUSG00000003863	47.78	48.99	89.96	79.1
ENSMUSG00000003865	22.3	25.48	29.3	22.41
ENSMUSG00000003868	97.2	123.13	100.14	135.22
ENSMUSG00000003872	13.73	12.77	46.74	48.79
ENSMUSG00000003873	211.11	166.11	193.18	139.9
ENSMUSG00000003882	0.0	0.0	0.0	0.0
ENSMUSG00000003923	18.88	56.0	21.58	14.74
ENSMUSG00000003929	22.23	15.0	26.43	16.4
ENSMUSG00000003934	174.57	164.64	226.82	201.53
ENSMUSG00000003948	68.68	79.14	92.9	98.28
ENSMUSG00000003949	7.86	4.74	3.54	2.56
ENSMUSG00000003955	50.59	91.84	56.32	44.61
ENSMUSG00000003970	1661.35	1669.54	1343.71	1363.22
ENSMUSG00000003974	5.54	2.45	19.83	19.97
ENSMUSG00000003992	134.8	101.54	140.31	182.16
ENSMUSG00000004018	12.77	15.68	15.55	19.84
ENSMUSG00000004031	19.9	19.61	27.18	34.98
ENSMUSG00000004032	159.99	152.65	157.36	135.39
ENSMUSG00000004035	43.85	50.67	41.58	31.58
ENSMUSG00000004038	0.0	0.0	0.0	0.0
ENSMUSG00000004040	75.5	51.28	31.54	66.38
ENSMUSG00000004043	1.08	1.62	2.3	0.82
ENSMUSG00000004044	42.22	20.73	16.75	18.99
ENSMUSG00000004054	17.44	12.13	6.79	7.73
ENSMUSG00000004056	118.79	87.85	81.3	58.02
ENSMUSG00000004069	24.03	27.62	28.3	25.01
ENSMUSG00000004070	81.38	74.68	45.3	66.8
ENSMUSG00000004071	135.45	88.43	109.61	130.6
ENSMUSG00000004085	7.44	6.79	3.15	5.84
ENSMUSG00000004096	80.87	89.01	98.5	109.82
ENSMUSG00000004098	1.25	0.92	0.69	2.35
ENSMUSG00000004099	87.56	95.53	61.97	64.32
ENSMUSG00000004100	132.26	136.48	74.64	70.01
ENSMUSG00000004105	18.71	18.96	14.28	9.75
ENSMUSG00000004110	12.72	12.92	23.15	22.73
ENSMUSG00000004113	96.69	54.81	94.1	69.79
ENSMUSG00000004127	13.39	13.64	4.26	3.64
ENSMUSG00000004151	12.1	27.05	30.33	13.51
ENSMUSG00000004187	57.54	56.07	109.43	95.02
ENSMUSG00000004207	584.54	552.18	738.97	822.22
ENSMUSG00000004221	54.21	12.85	24.59	27.28
ENSMUSG00000004231	22.35	1.2	0.89	2.46
ENSMUSG00000004233	3.4	6.51	5.01	7.27
ENSMUSG00000004263	100.37	60.02	56.81	55.24
ENSMUSG00000004264	203.54	142.17	124.14	148.29
ENSMUSG00000004266	16.53	1.76	29.22	33.28
ENSMUSG00000004267	58.7	65.2	103.28	104.74
ENSMUSG00000004268	118.23	176.15	81.43	112.61
ENSMUSG00000004270	41.56	38.97	43.06	74.99
ENSMUSG00000004285	313.92	265.75	300.27	330.91
ENSMUSG00000004296	0.0	0.0	0.0	0.0
ENSMUSG00000004317	10.9	9.33	11.64	8.16
ENSMUSG00000004319	36.39	53.18	45.8	58.25
ENSMUSG00000004328	17.02	1.76	2.63	4.94
ENSMUSG00000004341	0.0	0.0	0.0	0.0
ENSMUSG00000004344	0.0	0.0	0.0	0.0
ENSMUSG00000004347	9.71	8.5	5.08	9.13
ENSMUSG00000004356	7.71	6.66	5.67	4.52
ENSMUSG00000004359	0.0	0.0	0.0	0.0
ENSMUSG00000004360	27.83	39.67	70.37	75.17
ENSMUSG00000004364	52.89	118.22	64.65	84.22
ENSMUSG00000004366	110.24	139.82	460.58	368.1
ENSMUSG00000004371	0.0	0.0	0.0	0.0
ENSMUSG00000004383	27.57	35.82	47.39	40.95
ENSMUSG00000004393	21.02	54.35	41.79	52.77
ENSMUSG00000004394	173.9	179.51	121.11	154.61
ENSMUSG00000004415	96.29	69.95	34.84	73.75
ENSMUSG00000004446	40.12	24.64	46.09	34.97
ENSMUSG00000004451	49.14	28.44	72.73	15.44
ENSMUSG00000004455	276.67	350.87	299.16	275.7
ENSMUSG00000004460	29.91	29.93	25.97	30.6
ENSMUSG00000004462	10.33	11.99	8.15	12.23
ENSMUSG00000004473	4.21	4.66	4.65	17.47
ENSMUSG00000004500	13.12	7.1	12.88	10.82
ENSMUSG00000004508	12.11	15.09	23.2	19.69
ENSMUSG00000004530	154.96	206.84	137.74	133.08
ENSMUSG00000004535	53.87	58.38	65.12	73.08
ENSMUSG00000004540	0.0	0.0	0.0	1.46
ENSMUSG00000004542	0.0	0.0	0.0	0.0
ENSMUSG00000004552	0.0	0.0	0.0	0.0
ENSMUSG00000004558	57.82	72.23	110.39	106.59
ENSMUSG00000004561	62.16	65.18	67.71	103.83
ENSMUSG00000004562	36.65	27.94	22.19	15.39
ENSMUSG00000004565	31.82	23.21	24.05	24.97
ENSMUSG00000004567	286.83	223.14	265.76	297.81
ENSMUSG00000004568	33.09	26.92	24.96	34.19
ENSMUSG00000004591	17.11	15.65	12.66	12.05
ENSMUSG00000004609	1.61	1.19	0.0	1.22
ENSMUSG00000004610	49.56	52.34	79.41	67.96
ENSMUSG00000004612	0.0	0.0	0.0	0.0
ENSMUSG00000004613	0.0	0.0	0.0	0.0
ENSMUSG00000004626	163.23	142.82	210.32	248.87
ENSMUSG00000004630	0.0	0.0	0.0	0.0
ENSMUSG00000004631	31.5	31.69	38.23	45.29
ENSMUSG00000004633	36.22	42.15	56.73	42.16
ENSMUSG00000004637	7.31	6.01	11.9	7.97
ENSMUSG00000004642	159.08	70.84	61.7	42.39
ENSMUSG00000004651	0.0	0.0	0.0	0.0
ENSMUSG00000004654	0.0	0.0	0.0	0.0
ENSMUSG00000004655	19.78	14.6	5.04	20.64
ENSMUSG00000004661	17.13	17.63	7.3	28.8
ENSMUSG00000004665	32.67	21.7	33.89	26.52
ENSMUSG00000004667	237.78	296.87	248.43	237.54
ENSMUSG00000004668	0.0	0.0	0.0	0.0
ENSMUSG00000004677	34.12	26.92	22.35	18.39
ENSMUSG00000004698	5.28	12.04	5.9	6.22
ENSMUSG00000004707	3.89	0.0	0.0	0.0
ENSMUSG00000004709	0.0	0.0	0.0	0.0
ENSMUSG00000004730	5.05	2.8	1.39	2.86
ENSMUSG00000004748	0.0	0.0	6.73	6.89
ENSMUSG00000004768	14.3	25.43	35.9	23.84
ENSMUSG00000004771	266.25	525.54	382.38	505.07
ENSMUSG00000004788	101.72	156.6	115.21	70.18
ENSMUSG00000004789	123.1	137.44	145.03	118.7
ENSMUSG00000004791	2.67	1.96	0.0	8.05
ENSMUSG00000004798	57.78	64.54	78.74	96.45
ENSMUSG00000004814	0.0	0.0	0.0	0.0
ENSMUSG00000004815	37.71	67.89	77.75	58.92
ENSMUSG00000004821	0.0	0.0	0.0	0.0
ENSMUSG00000004837	2.52	1.86	0.0	5.71
ENSMUSG00000004842	0.0	0.0	0.0	0.0
ENSMUSG00000004843	54.06	41.5	59.74	67.93
ENSMUSG00000004846	83.78	103.05	48.88	57.67
ENSMUSG00000004849	202.3	138.7	187.45	281.21
ENSMUSG00000004864	9.28	0.0	10.26	4.67
ENSMUSG00000004865	56.65	67.93	76.28	89.31
ENSMUSG00000004872	3.03	5.69	2.83	2.28
ENSMUSG00000004880	18.74	21.99	14.6	11.63
ENSMUSG00000004885	30.21	40.54	5.58	15.2
ENSMUSG00000004891	37.16	49.8	7.08	11.78
ENSMUSG00000004892	36.13	39.15	86.38	91.65
ENSMUSG00000004894	8.01	8.21	2.7	6.05
ENSMUSG00000004895	58.21	67.26	34.29	35.11
ENSMUSG00000004896	56.81	52.12	40.95	48.54
ENSMUSG00000004897	208.86	232.77	153.51	153.63
ENSMUSG00000004902	3.43	12.6	34.14	25.86
ENSMUSG00000004929	81.11	65.95	78.74	60.02
ENSMUSG00000004931	27.11	18.57	12.83	23.71
ENSMUSG00000004933	23.32	29.1	204.31	151.39
ENSMUSG00000004934	27.65	38.73	33.79	18.47
ENSMUSG00000004936	63.7	13.4	62.07	34.06
ENSMUSG00000004937	229.47	199.94	195.89	250.04
ENSMUSG00000004939	0.0	0.0	0.0	0.0
ENSMUSG00000004945	33.42	24.48	20.22	43.24
ENSMUSG00000004947	55.71	23.79	24.3	22.58
ENSMUSG00000004948	0.0	0.0	0.0	0.0
ENSMUSG00000004951	47.11	3.83	69.34	15.22
ENSMUSG00000004952	48.49	9.26	14.12	20.01
ENSMUSG00000004961	35.77	42.17	131.78	95.29
ENSMUSG00000004980	755.67	709.15	569.77	526.2
ENSMUSG00000004988	0.0	0.0	0.0	0.0
ENSMUSG00000004994	64.01	75.15	23.0	59.69
ENSMUSG00000004996	63.95	38.99	55.8	25.08
ENSMUSG00000005034	89.02	86.55	166.98	199.15
ENSMUSG00000005043	10.94	8.09	11.91	2.22
ENSMUSG00000005045	31.47	24.04	54.96	42.33
ENSMUSG00000005054	82.68	79.89	61.41	90.29
ENSMUSG00000005057	30.68	42.22	29.25	46.24
ENSMUSG00000005069	54.94	91.0	95.81	67.14
ENSMUSG00000005078	89.3	146.01	103.27	120.9
ENSMUSG00000005087	7.09	1.69	5.2	4.91
ENSMUSG00000005089	35.75	23.29	45.08	30.81
ENSMUSG00000005102	20.5	22.16	24.53	22.31
ENSMUSG00000005103	108.85	119.1	112.73	131.65
ENSMUSG00000005107	0.0	0.0	1.51	0.94
ENSMUSG00000005124	20.45	2.23	0.0	1.84
ENSMUSG00000005125	28.17	43.95	88.97	77.02
ENSMUSG00000005131	0.0	0.0	0.0	0.0
ENSMUSG00000005142	17.02	11.92	22.72	15.52
ENSMUSG00000005148	7.28	3.57	5.36	3.66
ENSMUSG00000005150	70.13	96.47	84.56	112.05
ENSMUSG00000005161	801.95	902.15	837.12	625.62
ENSMUSG00000005198	64.31	69.16	20.56	23.73
ENSMUSG00000005202	0.0	0.0	0.0	0.0
ENSMUSG00000005204	121.69	156.51	197.03	129.15
ENSMUSG00000005220	4.82	0.61	0.0	0.62
ENSMUSG00000005225	9.73	14.22	15.11	15.33
ENSMUSG00000005232	0.0	0.0	0.0	0.0
ENSMUSG00000005233	60.46	38.76	25.56	19.31
ENSMUSG00000005237	1.38	1.64	9.37	13.7
ENSMUSG00000005251	1.11	0.0	1.22	1.67
ENSMUSG00000005262	63.23	91.44	61.53	49.4
ENSMUSG00000005267	15.59	16.38	15.28	15.68
ENSMUSG00000005268	0.38	0.28	0.0	1.44
ENSMUSG00000005299	23.48	28.68	33.75	20.86
ENSMUSG00000005312	91.27	99.18	114.38	107.88
ENSMUSG00000005320	3.74	1.84	0.0	0.94
ENSMUSG00000005338	191.03	208.12	376.05	301.95
ENSMUSG00000005339	0.0	0.0	0.0	0.0
ENSMUSG00000005354	219.67	153.27	143.63	129.13
ENSMUSG00000005355	0.0	0.0	0.0	0.0
ENSMUSG00000005357	9.77	8.65	30.21	22.09
ENSMUSG00000005360	58.73	109.24	83.35	105.36
ENSMUSG00000005362	27.41	29.13	22.88	43.56
ENSMUSG00000005364	0.0	0.0	0.0	0.0
ENSMUSG00000005370	21.87	19.54	15.08	8.24
ENSMUSG00000005371	68.23	104.71	85.53	85.35
ENSMUSG00000005373	2.2	0.0	0.0	0.0
ENSMUSG00000005374	26.36	19.4	6.79	5.15
ENSMUSG00000005378	59.91	92.35	44.23	142.05
ENSMUSG00000005397	58.79	43.96	14.64	30.0
ENSMUSG00000005410	59.94	63.65	22.77	39.33
ENSMUSG00000005413	36.81	19.32	15.91	5.93
ENSMUSG00000005417	158.17	111.37	82.58	114.76
ENSMUSG00000005442	211.9	147.14	101.97	61.24
ENSMUSG00000005447	600.22	544.87	589.94	610.4
ENSMUSG00000005465	2.2	0.0	3.32	0.0
ENSMUSG00000005469	119.93	107.35	139.72	159.42
ENSMUSG00000005470	20.91	78.38	24.82	38.75
ENSMUSG00000005474	0.0	0.0	0.0	0.0
ENSMUSG00000005481	86.5	61.41	52.29	57.64
ENSMUSG00000005483	41.15	27.72	53.35	49.9
ENSMUSG00000005493	0.0	0.0	0.0	0.0
ENSMUSG00000005501	16.35	12.96	16.44	14.89
ENSMUSG00000005503	2.76	3.06	4.89	0.0
ENSMUSG00000005505	41.34	36.86	38.27	29.85
ENSMUSG00000005506	123.2	121.59	112.12	104.74
ENSMUSG00000005510	181.78	151.89	153.32	162.08
ENSMUSG00000005514	96.32	125.38	118.53	66.11
ENSMUSG00000005533	23.4	15.46	16.38	11.89
ENSMUSG00000005534	15.75	12.85	20.03	28.24
ENSMUSG00000005540	0.0	0.0	0.0	0.0
ENSMUSG00000005547	6.16	0.0	0.0	4.65
ENSMUSG00000005553	0.0	0.0	11.22	5.16
ENSMUSG00000005566	426.86	461.25	465.53	331.21
ENSMUSG00000005575	410.05	343.05	413.8	328.48
ENSMUSG00000005580	7.58	7.81	9.57	11.34
ENSMUSG00000005583	19.66	10.94	87.51	72.54
ENSMUSG00000005609	82.21	49.03	45.0	84.65
ENSMUSG00000005610	647.59	773.78	638.53	661.14
ENSMUSG00000005611	1.47	0.0	0.81	0.0
ENSMUSG00000005615	27.12	32.21	23.16	26.08
ENSMUSG00000005621	14.22	11.7	32.25	11.15
ENSMUSG00000005625	230.0	229.82	263.77	255.72
ENSMUSG00000005628	0.0	11.38	8.7	5.91
ENSMUSG00000005640	3.02	15.13	0.91	1.7
ENSMUSG00000005649	0.0	0.0	0.0	0.0
ENSMUSG00000005656	68.34	75.56	68.42	62.78
ENSMUSG00000005667	15.66	14.44	19.46	31.9
ENSMUSG00000005672	27.27	39.18	29.1	39.52
ENSMUSG00000005674	31.43	31.97	32.88	25.42
ENSMUSG00000005677	0.0	0.0	0.0	0.0
ENSMUSG00000005681	0.0	0.0	15.85	0.0
ENSMUSG00000005682	23.53	40.99	24.04	28.24
ENSMUSG00000005683	170.02	201.3	217.15	187.43
ENSMUSG00000005686	3.95	5.81	11.98	24.92
ENSMUSG00000005687	191.68	194.85	166.07	190.58
ENSMUSG00000005696	0.0	0.0	0.0	0.0
ENSMUSG00000005698	51.3	50.44	48.12	38.23
ENSMUSG00000005699	20.78	33.09	38.33	31.26
ENSMUSG00000005705	0.0	0.0	0.0	0.0
ENSMUSG00000005716	4.74	7.16	0.0	0.0
ENSMUSG00000005718	17.36	14.23	17.05	10.18
ENSMUSG00000005732	216.41	253.72	187.58	175.33
ENSMUSG00000005763	5.99	0.0	0.0	0.0
ENSMUSG00000005774	16.46	35.36	24.83	16.27
ENSMUSG00000005779	387.33	354.76	244.8	501.21
ENSMUSG00000005800	0.0	0.0	0.0	0.0
ENSMUSG00000005802	13.35	13.0	20.93	13.24
ENSMUSG00000005803	2.3	0.0	2.54	5.24
ENSMUSG00000005804	40.77	40.45	96.13	54.13
ENSMUSG00000005813	48.72	48.73	62.47	46.2
ENSMUSG00000005823	32.87	14.26	12.81	8.74
ENSMUSG00000005824	0.0	0.0	0.0	0.0
ENSMUSG00000005836	0.0	0.0	0.0	0.93
ENSMUSG00000005846	42.96	94.3	88.27	70.72
ENSMUSG00000005864	0.0	0.0	0.0	0.97
ENSMUSG00000005871	47.9	42.3	74.7	90.91
ENSMUSG00000005873	138.45	121.48	226.95	303.7
ENSMUSG00000005881	321.94	316.65	628.83	305.17
ENSMUSG00000005882	56.47	37.03	79.62	92.53
ENSMUSG00000005883	0.0	3.6	1.19	0.0
ENSMUSG00000005886	34.88	21.62	48.66	39.46
ENSMUSG00000005891	0.0	0.0	0.0	0.0
ENSMUSG00000005892	6.23	0.0	10.33	9.39
ENSMUSG00000005893	33.25	34.16	38.85	37.61
ENSMUSG00000005897	12.23	9.28	4.62	8.67
ENSMUSG00000005899	91.29	97.01	84.86	67.79
ENSMUSG00000005907	29.56	12.55	22.98	8.27
ENSMUSG00000005917	12.84	27.54	9.45	6.45
ENSMUSG00000005936	103.78	64.73	91.53	61.96
ENSMUSG00000005947	0.0	0.0	0.0	0.0
ENSMUSG00000005949	14.02	18.4	10.32	37.68
ENSMUSG00000005950	1.68	0.0	1.86	0.0
ENSMUSG00000005951	0.0	0.0	0.0	2.13
ENSMUSG00000005952	0.0	1.11	0.0	1.13
ENSMUSG00000005958	38.83	13.11	12.27	9.84
ENSMUSG00000005968	2.45	9.02	8.12	4.87
ENSMUSG00000005973	64.47	50.49	27.5	46.38
ENSMUSG00000005980	0.0	1.06	0.0	0.0
ENSMUSG00000005981	66.17	61.67	61.53	83.9
ENSMUSG00000005982	67.21	78.32	121.42	70.96
ENSMUSG00000005983	5.7	3.42	1.7	9.32
ENSMUSG00000005986	45.68	44.93	69.89	62.2
ENSMUSG00000005994	0.0	0.0	1.68	1.15
ENSMUSG00000006005	134.1	146.24	64.34	89.41
ENSMUSG00000006007	0.0	0.0	0.0	0.0
ENSMUSG00000006010	58.05	42.53	40.43	34.24
ENSMUSG00000006014	2.88	0.0	0.0	0.0
ENSMUSG00000006019	16.41	22.43	12.45	13.15
ENSMUSG00000006021	31.81	38.72	31.36	56.28
ENSMUSG00000006024	251.07	121.85	228.97	241.69
ENSMUSG00000006050	37.33	74.68	70.23	77.4
ENSMUSG00000006056	0.0	0.0	0.0	0.0
ENSMUSG00000006057	277.56	209.58	364.61	466.14
ENSMUSG00000006058	70.17	64.34	50.07	51.57
ENSMUSG00000006095	141.35	181.49	259.23	189.79
ENSMUSG00000006127	58.83	39.79	60.31	57.99
ENSMUSG00000006134	29.25	36.53	24.48	27.36
ENSMUSG00000006143	4.36	0.0	27.01	0.0
ENSMUSG00000006154	16.24	10.46	0.0	1.2
ENSMUSG00000006169	50.17	46.95	36.94	49.25
ENSMUSG00000006179	0.0	0.0	0.0	0.0
ENSMUSG00000006191	3.04	23.21	21.82	9.28
ENSMUSG00000006200	0.0	0.0	0.0	0.0
ENSMUSG00000006204	0.0	0.0	0.0	0.0
ENSMUSG00000006205	25.26	18.82	17.81	19.84
ENSMUSG00000006215	65.79	78.31	59.81	26.06
ENSMUSG00000006216	0.0	0.0	0.0	0.0
ENSMUSG00000006218	11.96	19.8	49.61	31.57
ENSMUSG00000006219	47.5	30.51	27.96	19.63
ENSMUSG00000006221	0.0	0.0	0.0	1.08
ENSMUSG00000006235	2.27	5.01	0.0	0.0
ENSMUSG00000006241	5.54	12.11	18.38	20.89
ENSMUSG00000006262	9.51	12.26	18.86	20.41
ENSMUSG00000006269	0.0	0.0	0.0	0.0
ENSMUSG00000006270	5.83	12.73	6.47	4.34
ENSMUSG00000006273	173.0	158.91	260.22	244.12
ENSMUSG00000006276	76.58	74.95	47.6	47.55
ENSMUSG00000006281	2.32	3.09	3.58	1.05
ENSMUSG00000006288	80.0	79.54	124.55	71.19
ENSMUSG00000006289	156.0	93.44	57.01	99.55
ENSMUSG00000006299	199.68	134.85	152.37	141.58
ENSMUSG00000006301	15.25	3.34	5.61	10.15
ENSMUSG00000006304	211.27	197.31	266.87	228.0
ENSMUSG00000006307	62.05	74.12	63.26	44.58
ENSMUSG00000006310	0.0	0.0	0.0	0.0
ENSMUSG00000006311	0.0	0.0	0.0	0.0
